Customer_ID,Churn
4ff03cfc-88ec-4c88-b07f-b9d09a3a5a2a,0
eadc2881-ab13-432a-9f06-3a05db710225,1
eb9467fc-7a9e-4e38-9c0e-47119904b736,0
2c693af6-b04c-4a86-9e53-d2b8757141cc,0
2478523b-261a-4ad6-9890-2e4d063f4744,0
fbcfd13d-a505-4ad2-ac2f-9c68b58edf57,0
011eec75-20f7-4dd1-9d51-bee37edd861a,1
b657a4ee-0e14-467c-8bd1-24b0d8b915d1,0
8a245281-bfc5-4e32-b2f4-ecfd0e20357b,1
e8964920-43e2-4948-9290-b77568c0d737,0
6df90c0b-526b-4548-bbe1-d0a6f66d1ccf,0
ce9eb3aa-f05a-48ed-9114-c9dfe4f9554a,0
6bcac58f-9748-4b31-93a3-860211b7d632,0
706ee92d-7809-45e9-a3ad-b0adcb13bf06,0
20dcfa2c-c496-415e-a99d-3c29769e3cdf,0
c3419270-092b-4ad5-ab8b-4b602b2b1d96,0
c2d647d7-a947-42fb-93ff-46bc58124f31,0
3dd1cfbf-9baf-49d4-a616-4516e2e4f7d2,0
fd6d9eba-e841-4281-aef6-a15fb4c61e45,1
c7bed49d-9d8b-41a3-8a1d-69a23b17f6ca,1
affe3cbb-38a7-4da3-8b95-897402902ceb,0
6bc7c3bd-6619-4622-a6a3-59d7b2fabaea,0
40515142-9445-403e-b3c2-ba38fb8c2e8e,1
894931f7-86f8-4350-a400-897cf92b542a,0
0181b9f2-5ed5-4577-a4f3-dfd29634b9a0,1
4ad83fb6-f959-4de2-9686-2fb2b7ea3f9b,0
10895268-2117-4f15-8287-fa5a901035a3,1
911a552b-ccab-4a41-b787-efa5290e0397,1
76c736c2-8348-415c-9825-78041bc6fa10,1
383fecd7-7f13-402e-8b19-c51e17abdaf5,0
b8c1c814-f31b-47d1-996f-79d3d295f3ab,0
6da2a48d-191b-4cba-b60a-9aa3a2851921,0
f0784549-bdbe-4195-afe3-bc5c7aa94548,0
bb9202a3-44ca-4944-97e8-3ce966f97ea7,1
9f225682-aa02-46d0-93e1-843b5b92acab,0
f543be4a-cfda-4e70-ba6e-f9cdf90f9032,0
7e518b1b-0f43-40aa-bf63-814dbf842c1c,0
e6a3eb79-cc81-406d-9db2-7b87bf34cd51,0
914ecb0a-ca24-4639-b824-2723f377ed9b,0
19129f4e-185d-4d76-b7b8-c1aac4b15475,0
b5bb8ab0-d435-434d-8ffa-0e1d46c18504,0
f80d9367-9ec1-4392-8844-cf7096f0b1fa,1
53b826a3-5221-489b-aa8a-eba105416d37,0
76d76440-5571-4126-bef0-9db9463c1bf3,0
ac2b7581-f9a9-4595-b658-c59b4f85274c,0
cc885e3b-3afc-48ee-877d-374159961fd8,0
461e1b92-61bd-45a1-b3af-8e2f3f14f607,0
63ccea39-3e56-4893-b0c2-4c0e91770345,1
7865da4f-2af1-43b0-bda1-03c4eb959d90,0
54eeb6e2-4489-40cf-bcd2-b7924e378f82,0
7b68fca9-c84e-46de-addf-edf0e8d9a42c,0
ee8664ae-30f9-40ae-ac31-6f49cd846158,0
209a5d77-f026-4024-9950-a6e92f4ffceb,0
5cba6591-65ee-4b60-bf0c-75ecd17bdfdd,0
77eda36f-b166-413a-87b8-44efc4501321,0
03c2008a-da63-4ed6-9fe1-dcb2c60531f3,1
90568d39-67f2-4ab8-8fec-816ff8c5c8a5,0
81db792c-9030-4b92-a21f-ed31da4f2214,0
341f9e66-4cd6-44ce-b037-1b4a7f0b3932,1
b07c05f6-48d4-45cc-958d-b641959d458c,0
04e9da1b-c298-429f-93ba-b46970ceb559,1
175f472a-bd4b-46cd-be97-9d383aaced01,0
8b4c0da3-6d93-4bb4-be8b-b47520c74bba,0
9eef9fdf-b777-4f9f-b3fc-b4a4ada7dab1,0
241e6386-7058-4473-9587-22947dca0844,1
b68e5320-2361-43ea-9f05-05d5feb9fb38,1
328cb01e-0c4f-47d1-8cc7-faafd3699b02,0
2bcd7118-19e3-40c7-9c9c-42c838460a82,1
38aa8e17-6ce4-4441-81a2-fff6688218e8,0
a7f6f644-0067-46a3-8a86-e4536b1d57d3,0
c3abcd51-f32c-4a25-97db-bda5d01b469f,0
4fe02ac3-3f09-4daa-995d-19185073a515,0
3c2fc428-48d2-40a0-b7ea-e934ede5487a,0
1f8da0c0-6ad4-44da-9f17-badb75bed3f9,0
12945d6e-48f9-4b4c-ae95-0e9c7ec2626a,0
49d7058b-c9a0-4bf3-9f21-a6fd67d6784d,0
a347ab02-623d-4aae-8f53-16fcd6300d56,0
cfe11070-64fc-44f8-bfcb-99fa7de12477,1
5baec26a-2dc0-46c2-b9a3-0840fd29116b,1
66ba1fdc-af7f-40da-892e-afe761a97904,1
af1239b2-09c6-44b6-87e6-16dfd834fa73,1
52996553-7e34-4625-8cf3-bfc7f0d415cc,0
ef11c442-2d6e-4dab-9153-c5ac09f34dca,0
79d93bf4-dd90-4733-9b90-c57fe702464b,0
b91fa983-27cc-43a3-a45d-01208ceb148f,0
a192dec7-f663-4cec-a110-c90327c874a6,0
f5e91bd1-c7bc-4586-adb8-02c37404d374,0
70aa6903-04b6-41aa-a2e0-4bb19a5f1b04,0
064431cc-ae5e-4c8d-9016-439bc5261ec2,0
5adf4d5c-a26f-4fd3-931d-6c45ca16ecc8,0
927ff845-0381-4337-806d-85eabdbb1f41,1
6a9ae733-57f7-4f3b-8491-5aa1979739dd,0
2282065d-b24a-4b9d-992a-35c19fe94145,0
1f2085e1-293c-447f-ba5e-ff3993c9ec9e,0
54106f99-9464-4032-ae12-bef4351f67ae,0
e1d4cc30-c960-4606-8aa3-db9913f978cc,0
cc31a904-466b-4f95-9cf8-f87d3da7d7e7,1
e850a837-d7a8-471d-b722-661e8a66e0e0,0
5cceb798-19b1-49c3-98b5-b52538a2885e,0
4c074aeb-b12a-4d32-b922-19c05b08750d,0
034e28cd-07fb-474c-a669-5dab1d992bfa,0
5778f0da-7657-4f4a-b294-d5efee8bc9d6,0
6b1a3659-0195-4cc8-bcc4-ce57aae02859,1
3aa7c21f-a1bd-4ede-9e2d-74c636dbd530,1
b367a09c-91d4-41e0-bb14-6c00e5fdb4a6,0
4c239d7d-fcd2-462d-9283-a56caaf4ebf1,0
63f9c46f-d338-4fc4-998c-e0371b9c91fe,1
d6691f10-db42-4522-8570-3b42fbf8988c,0
0811d86b-0e3d-4256-acd4-f8e1b9c86d25,0
e689b2fb-f98a-40e7-8abd-2d8b17ce99f6,0
68f84ff5-5f95-4d7e-a5bc-06ee7e1b6c15,1
3d2b563b-bec3-4a6f-abf7-7d03212913e1,0
4be2bc77-b1da-46b2-aa25-a56881929d43,0
47a65e04-672f-4daa-a753-028c65072879,1
60d3b8d6-9b46-4cca-ba26-02642fed59b5,0
1b4b17e8-8161-4928-b297-cbdfdcc89944,1
98d6da0b-6759-4617-ada8-9d29b4d097b5,0
30beabc1-610d-4116-b702-9d448fbc5dd7,0
05a3d4a4-ceff-490b-88f6-bfaf4634ff1f,1
ef6dc1be-1f2e-4750-99b8-004c5008e5d0,0
a049341b-d965-41cc-a433-d0652d9b36ed,1
63000fcb-31e2-4d28-9291-192fe3915296,0
7f3139dd-0d19-43a1-9903-6165c2e858ab,0
43e3b830-278e-4063-a975-bedc59aa5ab4,0
d2180c97-70ab-483a-a2cb-64582d547374,1
a105469d-578d-4231-af4e-13b0c0e812be,0
c0f3e523-ec24-4e32-85a5-9368b2fca08d,0
b73d990b-c5a0-4189-be83-3e21953c7f2f,0
bdab3a30-f447-45f0-a272-c95a0a64f78f,0
c1fcfc68-3eb4-42bd-9b60-166fa03bb66a,1
c20e766e-bf87-4d38-8828-6253cfd80214,0
0d56b064-3b15-4c96-a0fe-d8bc962fe564,1
1f2f3915-c9f5-4e8c-bef9-c33acf6f5e76,0
547f086b-319b-42f3-b2fe-5d3bf8c6b4a3,1
83b7128c-4668-425a-9009-240c5c227c50,0
e222f6c5-04ec-4079-a6fe-d3596e2cd7e8,0
40624b6a-7666-4194-9f49-acad422a97ec,1
c0c8c556-b12f-4c8b-bcf1-adeb3ad08c9c,0
5b147f2b-23dc-489e-9520-f048a3555402,1
922d5efe-1604-4053-934e-3f2112b78961,0
5ce1c05d-37b3-4bc4-b563-3eddc1116234,0
8017b2fb-3773-40c9-b2ba-339b952a94f5,0
22f9f565-1d72-4ebf-ab69-1f6cadb60267,0
3f00ef4b-c8fb-4eaf-b961-75c884d4aaf0,0
22ebf807-1e80-4a79-ada8-5b59197567f6,0
78d9901d-ce10-4086-ac1b-35f2a5bc9a0f,0
63d0f5ee-c992-4597-b224-7fd678ef5a77,1
89e20c94-fd95-4bcc-a725-b70af2543372,0
5ab06a6b-b4c6-4bb5-879c-6bae07b2bc57,1
c66389fc-a15f-4dd9-b989-093a1683d37e,0
e6752a3d-7eb3-4873-9cff-aeef0d97d931,1
af0cd5db-8343-4405-8d2c-471ac0ed16cb,0
69a8e3f9-aab8-4ca9-80d1-0d901ea18fc5,1
c889968a-22c1-4006-9857-a3a71866deae,1
795ff9bd-5d9e-4d9f-8883-bfeb930587c9,0
5db663f0-3397-46bc-b618-df106d683320,0
8d925c8d-52f5-4ad7-bf3a-f52fdd4356b6,0
f3eb2ebc-9df2-4eb0-b2b1-af69f5513e87,0
bfe9721a-53b4-4b25-81e5-ef29a147d592,1
fb3c55ec-de1f-4aee-a209-c76c82c38f09,0
e68fc060-710f-416e-9e1c-549e3e7758a4,0
f299787c-03dc-4f9c-a022-b894306428e4,0
c0ad6b0d-e8cd-4b96-8410-cbebbb6c1e0c,0
aa848b6a-ffbb-4e4b-aa36-673bf2fabd81,0
125c95ca-0963-40d6-975f-234d45ad861c,0
a76aa53c-f944-49b5-b2e5-f8f1f790cb98,1
0f70db75-ac60-46bb-bc43-55fc5732e047,0
cf8021ed-3799-4c22-80d3-495bac703ed0,1
5dc91c34-9ef6-497b-b825-346729697918,1
7ccc62b7-20bf-44f2-8903-68f8e30797ca,0
11fd889f-59ac-444b-a737-141877dc8c08,0
c746de7d-8f6b-4a68-b98b-80bf7f943600,1
105f74aa-6567-4e1b-b297-a4493ca859b1,0
5cc5f8fa-21f9-41ac-8b51-ff4ac6ca7031,0
c45c0242-919f-4e70-940b-045ffa341eb1,1
911bf273-d180-4f95-8ca2-02bc1bfb6fbe,0
94dc93df-7f84-4a6f-932a-985d7ee3555b,1
2ad984fb-3a11-4f2b-9f7a-be9912389d51,1
d1782436-13e2-4391-8999-a861c4e857d5,0
938b0f6a-2323-4b02-8b1c-6ad764260b12,0
2831435d-3a7d-4e1e-9f84-9780eacd4cc5,1
7c817cb7-8876-4c8c-a812-1ace8d564676,0
9ac4db69-7011-497d-b2b2-54d6134c0844,1
0c453f41-4568-40fa-b893-3f6a03df42d4,0
3356738c-4617-4971-b34d-cd754392a723,0
3d083321-9ba7-4396-ab0c-4557f06dbf78,1
db352aa6-6d32-4800-a4ce-1c6890ea3e00,0
44190498-fbcb-4be4-afbd-9948650a9782,0
951f9f26-68b2-453f-a004-09af139e66b6,1
57f4f388-033d-49f2-ba77-63d756cc7c37,0
661b99a6-6c3e-4e5e-8d9b-ba9281d9441a,0
09c392ad-b06d-4e3e-a0f1-c9f6d054ff79,0
